"20220301-203903-9VodMjP4kv.wav", "fluent"
"20220301-203912-9VodMjP4kv.wav", "fluent"
"20220301-203919-9VodMjP4kv.wav", "fluent"
"20220301-203928-9VodMjP4kv.wav", "fluent"
"20220301-203937-9VodMjP4kv.wav", "fluent"
"20220301-204006-9VodMjP4kv.wav", "fluent"
"20220301-204015-9VodMjP4kv.wav", "fluent"
"20220301-204027-9VodMjP4kv.wav", "fluent"
"20220301-204057-9VodMjP4kv.wav", "fluent"
"20220301-204104-9VodMjP4kv.wav", "fluent"
"20220301-204454-9VodMjP4kv.wav", "fluent"
"20220301-204759-NsmiKgWMjJ.wav", "fluent"
"20220301-204828-NsmiKgWMjJ.wav", "fluent"
"20220301-205148-URbiFTxntt.wav", "fluent"
"20220301-205746-9VodMjP4kv.wav", "fluent"
"20220301-205753-9VodMjP4kv.wav", "fluent"
"20220301-205808-9VodMjP4kv.wav", "fluent"
"20220301-214821-43wiauWp7M.wav", "fluent"
"20220301-214845-E2WEXDK2du.wav", "fluent"
"20220301-214927-E2WEXDK2du.wav", "fluent"
"20220301-214937-wDsbAQc60H.wav", "fluent"
"20220301-215812-3ElCNtHBZH.wav", "fluent"
"20220301-215814-3ElCNtHBZH.wav", "fluent"
"20220301-215815-3ElCNtHBZH.wav", "fluent"
"20220301-215816-3ElCNtHBZH.wav", "fluent"
"20220301-215817-3ElCNtHBZH.wav", "fluent"
"20220301-215818-3ElCNtHBZH.wav", "fluent"
"20220301-222256-AYJWhnkfxq.wav", "fluent"
"20220301-222258-AYJWhnkfxq.wav", "fluent"
"20220301-224034-9VodMjP4kv.wav", "fluent"
"20220301-224042-9VodMjP4kv.wav", "fluent"
"20220301-224058-9VodMjP4kv.wav", "fluent"
"20220302-070714-in6lT2NrNq.wav", "fluent"
"20220302-104202-JT9cmIVYZL.wav", "fluent"
"20220302-104203-JT9cmIVYZL.wav", "fluent"
"20220302-104204-JT9cmIVYZL.wav", "fluent"
"20220302-104259-Viy3lDCn8e.wav", "fluent"
"20220302-104317-Viy3lDCn8e.wav", "fluent"
"20220302-104325-Viy3lDCn8e.wav", "fluent"
"20220302-104332-Viy3lDCn8e.wav", "fluent"
"20220302-104342-Viy3lDCn8e.wav", "fluent"